1982,0,0,0.05,0.08,0.207,0.232,0.269,0.28,0.292,0.305,0.369,0.352
1983,0,0,0.05,0.08,0.171,0.227,0.257,0.276,0.27,0.243,0.39,0.311
1984,0,0,0.05,0.077,0.122,0.155,0.201,0.223,0.253,0.246,0.338,0.287
1985,0,0,0.05,0.081,0.148,0.14,0.193,0.236,0.242,0.289,0.247,0.306
1986,0,0,0.05,0.08,0.105,0.134,0.169,0.195,0.242,0.292,0.262,0.342
1987,0,0,0.05,0.08,0.105,0.126,0.15,0.171,0.218,0.254,0.281,0.317
1988,0,0,0.05,0.08,0.105,0.126,0.141,0.143,0.217,0.274,0.305,0.366
1989,0,0,0.05,0.08,0.105,0.103,0.131,0.159,0.127,0.21,0.252,0.336
1990,0,0,0.05,0.08,0.105,0.127,0.135,0.124,0.154,0.174,0.282,0.345
1991,0,0,0.05,0.08,0.121,0.137,0.143,0.144,0.15,0.182,0.189,0.333
1992,0,0,0.05,0.08,0.105,0.133,0.151,0.15,0.158,0.16,0.182,0.287
1993,0,0,0.05,0.08,0.105,0.153,0.166,0.173,0.172,0.17,0.206,0.222
1994,0,0,0.05,0.08,0.105,0.147,0.185,0.169,0.191,0.191,0.19,0.235
1995,0,0,0.05,0.066,0.119,0.096,0.152,0.166,0.178,0.187,0.197,0.233
1996,0,0,0.05,0.095,0.118,0.129,0.148,0.172,0.183,0.185,0.202,0.238
1997,0,0,0.05,0.08,0.112,0.124,0.162,0.169,0.184,0.188,0.208,0.238
1998,0,0,0.05,0.09,0.108,0.129,0.142,0.151,0.162,0.174,0.191,0.215
1999,0,0,0.05,0.11,0.12,0.13,0.16,0.17,0.18,0.19,0.21,0.222
2000,0,0,0.05,0.087,0.108,0.148,0.17,0.173,0.193,0.202,0.257,0.26
2001,0,0,0.07,0.074,0.082,0.1,0.121,0.131,0.142,0.161,0.187,0.268
2002,0,0,0.05,0.109,0.12,0.135,0.146,0.153,0.177,0.206,0.216,0.275
2003,0,0,0.05,0.11,0.142,0.139,0.161,0.169,0.169,0.176,0.176,0.206
2004,0,0,0.05,0.104,0.114,0.127,0.142,0.157,0.168,0.166,0.178,0.213
2005,0,0,0.085,0.095,0.11,0.141,0.163,0.182,0.197,0.181,0.209,0.243
2006,0,0,0.085,0.098,0.095,0.113,0.167,0.157,0.164,0.205,0.195,0.229
2007,0,0,0.085,0.098,0.095,0.118,0.128,0.137,0.168,0.18,0.173,0.181
2008,0,0,0.085,0.107,0.128,0.142,0.153,0.16,0.169,0.188,0.263,0.217
2009,0,0,0.085,0.125,0.15,0.177,0.168,0.169,0.205,0.223,0.217,0.316
2010,0,0.05,0.07,0.084,0.114,0.149,0.171,0.182,0.187,0.206,0.221,0.268
2011,0,0.07,0.0749,0.086,0.119,0.151,0.171,0.190,0.203,0.220,0.238,0.278
2012,0,0,0.085,0.077,0.093,0.138,0.165,0.185,0.207,0.236,0.231,0.274
2013,0,0,0.085,0.094,0.135,0.147,0.163,0.218,0.240,0.231,0.249,0.248
