1982,0,0,0.4,0.8,1,1,1,1,1,1,1,1
1983,0,0,0.3,0.7,1,1,1,1,1,1,1,1
1984,0,0,0.1,0.6,0.85,1,1,1,1,1,1,1
1985,0,0,0.1,0.4,0.8,0.95,1,1,1,1,1,1
1986,0,0,0.1,0.4,0.6,0.9,1,1,1,1,1,1
1987,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1988,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1989,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1990,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1991,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1992,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1993,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1994,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1995,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1996,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1997,0,0,0.1,0.4,0.6,0.8,1,1,1,1,1,1
1998,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
1999,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2000,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2001,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2002,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2003,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2004,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2005,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2006,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2007,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2008,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2009,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2010,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2011,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2012,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
2013,0,0,0.05,0.25,0.7,0.95,1,1,1,1,1,1
